fid,site_code,context_name,parent_context,parent_id,type,chron_orig,c_appr,typology,c_notes,site_name_brain,macro_context_name,site_id,source_type,source,bibliography,region,province,chronology_iccd,parent_chronology_iccd
"970",CTO11,US 10130,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"971",CTO11,US 10135,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"972",CTO11,US 14008,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"973",CTO11,US 11008,Podere Marzuolo (settlement),"105",micro,Phase 3(Late II- early III century AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"975",CTO11,US 11033,Podere Marzuolo (settlement),"105",micro,Phase 3(Late II- early III century AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"984",CTO13,"inside the building(L6002; L6004; L6005; L6011; L6012)",Poggio dell'Amore (settlement),"983",micro,late II century B to the first half of the I century AD,"3",settlement,,Poggio dell'Amore,,"650",,,"Rattighieri, E.,_Rinaldi, R.,_Bowes, K._Mercuri, A. M._2013_Land use from seasonal archaeological sites: the archaeobotanical evidence of small Roman farmhouses in cinigiano, south-eastern Tuscany-central Italy_Annali di Botanica, 3_207-215. Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_Poggio dell'Amore-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1,). University of Pennsylvania Museum of Archaeology and Anthropology_195-201",Toscana,Grosseto,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"986",CTO14,Area 1(Structure/yard-US 8003),Podere Terrato (settlement),"985",micro,,"3",settlement,,Podere Terrato,,"651",,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179",Toscana,Grosseto,"Età altoimperiale ; Periodo Tardo Repubblicano (Roma)","Periodo Imperiale (Roma) ; Periodo Repubblicano (Roma)"
"990",CTO14,Area 2(Drain)-US 8022),Podere Terrato (settlement),"985",micro,,"3",settlement,,Podere Terrato,,"651",,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179",Toscana,Grosseto,"Età altoimperiale ; Periodo Tardo Repubblicano (Roma)","Periodo Imperiale (Roma) ; Periodo Repubblicano (Roma)"
"991",CTO14,Area 2(Drain)-US 8028),Podere Terrato (settlement),"985",micro,,"3",settlement,,Podere Terrato,,"651",,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179",Toscana,Grosseto,"Età altoimperiale ; Periodo Tardo Repubblicano (Roma)","Periodo Imperiale (Roma) ; Periodo Repubblicano (Roma)"
"993",CTO15,Fill of the tank(US 5014),Case Nuove (settlement),"992",micro,I centuary AD,"3",settlement,,Case Nuove,,"652",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"994",CTO15,Fill of the cistern(US 5048),Case Nuove (settlement),"992",micro,Early III century AD,"3",settlement,,Case Nuove,,"652",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179",Toscana,Grosseto,Età tardoimperiale,Periodo Imperiale (Roma)
"995",CTO15,Bottom of the well(US 5050),Case Nuove (settlement),"992",micro,medieval period,"3",settlement,,Case Nuove,,"652",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179",Toscana,Grosseto,,Medioevo
"996",CTO15,Square pit surface(US 5023),Case Nuove (settlement),"992",micro,late antique-first half of the fifth centuary AD,"3",settlement,,Case Nuove,,"652",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179",Toscana,Grosseto,,Tarda Antichità
"997",CTO15,Square pit fill(US 5044),Case Nuove (settlement),"992",micro,late antique-first half of the fifth centuary AD,"3",settlement,,Case Nuove,,"652",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179",Toscana,Grosseto,,Tarda Antichità
"1033",CTO20,Area C(US 109/1),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,Abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo recente,Età del Bronzo
"1038",CTO20,Area C(US 161),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,Pre-settlement phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1039",CTO20,Area C(US 163),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,Pre-settlement phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1040",CTO20,Area C(SU 109/2),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,settlement phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo recente,Età del Bronzo
"1041",CTO20,Area C(SU 159/1),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,settlement phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo recente,Età del Bronzo
"1042",CTO20,Area C(SU 159),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,settlement phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo recente,Età del Bronzo
"1043",CTO20,Area C(SU 109/5),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1044",CTO20,Area C(SU 109/1),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1045",CTO20,Area C(SU 109),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1047",CTO20,Area D(SU 113/2),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268",Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1048",CTO20,Area D(SU 113),Stagno - Pratini dell'Argin Traverso (settlement),"112",micro,abandonment phase(XII–XI century BC)),"3",settlement,,Stagno - Pratini dell'Argin Traverso,,"657",,,,Toscana,Livorno,Età del Bronzo finale,Età del Bronzo
"1054",CTO22,undet. (Donoratico - 4th-6th AD ),Donoratico (settlement),"1053",micro,4th-6th AD ,"3",settlement,,Donoratico,,"659",,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171",Toscana,Livorno,,Tarda Antichità
"1059",CTO23,undet. (Populonia - half 1st BC),Populonia (settlement),"1056",micro,half 1st BC,"3",settlement,,Populonia,,"660",,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171",Toscana,Livorno,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"1060",CTO23,undet. (Populonia - 11th-12th AD),Populonia (settlement),"1056",micro,11th-12th AD,"3",settlement,,Populonia,,"660",,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171",Toscana,Livorno,Alto Medioevo,Medioevo
"1061",CTO23,undet. (Populonia - end 12th- half 13th BC),Populonia (settlement),"1056",micro,end 12th- half 13th BC,"3",settlement,,Populonia,,"660",,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171",Toscana,Livorno,Età del Bronzo recente,Età del Bronzo
"1089",CTO25,Undet. (Gorfigliano - Phase 1b),Gorfigliano (settlement),"1087",micro,Phase 1b(VIII - X century),"3",settlement,,Gorfigliano,,"662",,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105",Toscana,Lucca,Alto Medioevo,Medioevo
"1092",CTO25,Undet. (Gorfigliano - Phase 3b),Gorfigliano (settlement),"1087",micro,Phase 3b(XII-XV century),"3",settlement,,Gorfigliano,,"662",,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105",Toscana,Lucca,Basso Medioevo,Medioevo
"1097",CTO25,Undet. (Gorfigliano - Phase 5a),Gorfigliano (settlement),"1087",micro,Phase 5a(XVII century),"3",settlement,,Gorfigliano,,"662",,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105",Toscana,Lucca,,Periodo Moderno
"1110",CUM1,Context n° 22,San Marco (settlement),"1109",micro,Neolitico inferiore - 6900-6100 BP - VI millennio a.C.,"3",settlement,filling material probably derived from advanced stages of crop-processing and represents yhe residues from a number of activities - not necessarily connected or taking place in the same area.,San Marco,,"728",,,"Costantini L.,_Stancarelli M._1994_Origini: preistoria e protostoria delle civiltà antiche XVIII_149-244_Malone, C.,_Stoddart, S._1992_The neolithic site of San Marco, Gubbio (Perugia)_Umbria: survey and excavation 1985–7_Papers of the British School at Rome_60, 1-69 ; Costantini, L._2002_Italia centro-meridionale_Storia dell’agricoltura italiana, 1_221-233_Costantini L., Stancarelli M._1994_Origini: preistoria e protostoria delle civiltà anctiche XVIII_pp. 149-244_Malone, C.,_Stoddart, S._1992_",Umbria,Perugia,Neolitico Iniziale,Neolitico
"1235",CTO33,Montarrenti - Area 1000 ,Montarrenti,"1233",micro,XIII century ,"3",settlement,,,,"670",,,"Cantini, F._2003_Il Castello di Montarrenti: lo scavo archeologico, 1982-1987: per la storia della formazione del villaggio medievale in Toscana, secc. VII-XV_213-215",Toscana,Siena,Basso Medioevo,Medioevo
"3171",CAB6,Hercules cistern - US 605,Alba Fucens - Sanctuary of Hercules,"1157",micro,late 5th–early 6th century AD,"3",sacred,,,,"1",,,"Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 2991",Abruzzo,L'Aquila,Alto Medioevo,"Medioevo ; Tarda Antichità"
"3172",CAB6,Hercules cistern - US 606,Alba Fucens - Sanctuary of Hercules,"1157",micro,late 5th–early 6th century AD,"3",sacred,,,,"1",,,"Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3021",Abruzzo,L'Aquila,Alto Medioevo,"Medioevo ; Tarda Antichità"
"3173",CAB6,Hercules cistern - US 608,Alba Fucens - Sanctuary of Hercules,"1157",micro,late 5th–early 6th century AD,"3",sacred,,,,"1",,,"Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3032",Abruzzo,L'Aquila,Alto Medioevo,"Medioevo ; Tarda Antichità"
"3176",CAB6,Hercules cistern - US 612,Alba Fucens - Sanctuary of Hercules,"1157",micro,late 5th–early 6th century AD,"3",sacred,,,,"1",,,"Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3060",Abruzzo,L'Aquila,Alto Medioevo,"Medioevo ; Tarda Antichità"
"3202",CTO27,US 28,Sorano - Filattiera - Phase IV,"1187",micro,III - IV d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,Età tardoimperiale,Periodo Imperiale (Roma)
"3203",CTO27,US 29,Sorano - Filattiera - Phase IV,"1187",micro,III - IV d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,Età tardoimperiale,Periodo Imperiale (Roma)
"3204",CTO27,US 38,Sorano - Filattiera - Phase IV,"1187",micro,III - IV d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,Età tardoimperiale,Periodo Imperiale (Roma)
"3205",CTO27,US 74,Sorano - Filattiera - Phase IV,"1187",micro,III - IV d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,Età tardoimperiale,Periodo Imperiale (Roma)
"3206",CTO27,US 77,Sorano - Filattiera - Phase IV,"1187",micro,V - VI d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,,Tarda Antichità
"3209",CTO27,US 80,Sorano - Filattiera - Phase IV,"1187",micro,V - VI d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,,Tarda Antichità
"3217",CTO27,US 71,Sorano - Filattiera - Phase IV,"1187",micro,V - VI d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,,Tarda Antichità
"3227",CTO27,US 46,Sorano - Filattiera - Phase VI,"1210",micro,II metà del II d.C. - III d.C.,"3",settlement,,,,"664",,,"Rottoli, M.,_Negri, S._1986_I resti vegetali carbonizzati. Filattiera-Sorano: l�insediamento di et� romana e tardo antica scavi, 1995_198-212",Toscana,Massa Carrara,Età altoimperiale,Periodo Imperiale (Roma)
"3247",CTO33,Montarrenti - Area 8000,Montarrenti,"1233",micro,XIII century ,"3",settlement,,,,"670",,,"Cantini, F._2003_Il Castello di Montarrenti: lo scavo archeologico, 1982-1987: per la storia della formazione del villaggio medievale in Toscana, secc. VII-XV_213-215",Toscana,Siena,Basso Medioevo,Medioevo
"3264",CTO34,US 1193,Miranduolo - Area 1,"1247",micro,IX - X century,"3",settlement,,,,"671",,,"Buonincontri, M. P.,_Di Falco, G.,_Moser, D.,_Donnini, D.,_Di Pasquale, G._2007_Il castello di Miranduolo (Siena): dati archeobotanici per il X-XI secolo_Atti Soc Nat Mat Modena, 137_355-372",Toscana,Siena,Alto Medioevo,Medioevo
"3287",CTO45,Well #1 - 112,Cetamura del Chianti - well #22,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3288",CTO45,Well #1 - 110,Cetamura del Chianti - well #23,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3294",CTO45,Well #1 - 94,Cetamura del Chianti - well #29,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,da identificare
"3297",CTO45,Well #1 - 84,Cetamura del Chianti - well #32,"1253",micro,37-68 A.D.,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,Età altoimperiale,Periodo Imperiale (Roma)
"3315",CTO45,Well #1 - 106,Cetamura del Chianti - well #50,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3316",CTO45,Well #1 - 89,Cetamura del Chianti - well #51,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,da identificare
"3323",CTO45,Well #1 - 111,Cetamura del Chianti - well #58,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3324",CTO45,Well #1 - 96,Cetamura del Chianti - well #59,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,da identificare
"3325",CTO45,Well #1 - 83,Cetamura del Chianti - well #60,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,da identificare
"3326",CTO45,Well #1 - 103,Cetamura del Chianti - well #61,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3327",CTO45,Well #1 - 102,Cetamura del Chianti - well #62,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3328",CTO45,Well #1 - 101,Cetamura del Chianti - well #63,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
"3329",CTO45,Well #1 - 100,Cetamura del Chianti - well #64,"1253",micro,,"3",sacred,,,,"678",,,"Mariotti Lippi,_M., Mori Secci,_M., Giachi,G.,_Bouby, L.,_Terral, J. F.,_Castiglioni, E.,_Cottini, M.,_de Grummond, N. T._2020_Plant remains in an Etruscan-Roman well at Cetamura del Chianti, Italy_Archaeological and Anthropological Sciences, 12(1)_35",Toscana,Siena,,Periodo Etrusco
